DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
2025/07/01,1,2024,KIA,KINGS COUNTY,EV6
2025/07/01,1,2021,KIA,ANNAPOLIS COUNTY,SOUL EV
2025/07/01,1,2023,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2025,KIA,COLCHESTER COUNTY,EV9
2025/07/01,1,2025,KIA,LUNENBURG COUNTY,EV9
2025/07/01,1,2016,KIA,CAPE BRETON COUNTY,SOUL ELECTRIC
2025/07/01,1,2020,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2025,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2025,KIA,KINGS COUNTY,NIRO SG2 PHEV
2025/07/01,1,2026,KIA,QUEENS COUNTY,EV9
2025/07/01,1,2024,KIA,DIGBY COUNTY,EV6
2025/07/01,1,2016,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,ANNAPOLIS COUNTY,NIRO
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2016,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2022,KIA,LUNENBURG COUNTY,EV6
2025/07/01,1,2008,KIA,QUEENS COUNTY,RIO
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,CAPE BRETON COUNTY,EV6
2025/07/01,1,2021,KIA,KINGS COUNTY,SOUL EV (SK3 EV)
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2017,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2023,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2020,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,KINGS COUNTY,EV9
2025/07/01,1,2024,KIA,KINGS COUNTY,EV6
2025/07/01,1,2022,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2022,KIA,HALIFAX COUNTY,SOUL EV
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2025,KIA,HANTS COUNTY,EV9
2025/07/01,1,2023,KIA,ANNAPOLIS COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2016,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2020,KIA,ANNAPOLIS COUNTY,SOUL EV
2025/07/01,1,2020,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,KINGS COUNTY,SPORTAGE
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,ANNAPOLIS COUNTY,SPORTAGE
2025/07/01,1,2021,KIA,KINGS COUNTY,NIRO EV
2025/07/01,1,2024,KIA,CUMBERLAND COUNTY,EV6
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2020,KIA,HALIFAX COUNTY,NIRO EV
2025/07/01,1,2017,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2018,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2025,KIA,CUMBERLAND COUNTY,EV9
2025/07/01,1,2025,KIA,KINGS COUNTY,NIRO SG2 PHEV
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2021,KIA,GUYSBOROUGH COUNTY,KONA
2025/07/01,1,2025,KIA,LUNENBURG COUNTY,EV9
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,COLCHESTER COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2025,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2020,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2021,KIA,PICTOU COUNTY,NIRO EV
2025/07/01,1,2021,KIA,HALIFAX COUNTY,NIRO EV
2025/07/01,1,2024,KIA,PICTOU COUNTY,NIRO
2025/07/01,1,2020,KIA,ANTIGONISH COUNTY,NIRO
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2025,KIA,LUNENBURG COUNTY,NIRO
2025/07/01,1,2022,KIA,HALIFAX COUNTY,NIRO EV
2025/07/01,1,2022,KIA,KINGS COUNTY,EV6
2025/07/01,1,2024,KIA,CUMBERLAND COUNTY,EV6
2025/07/01,1,2023,KIA,COLCHESTER COUNTY,EV6
2025/07/01,1,2022,KIA,KINGS COUNTY,SOUL
2025/07/01,1,2022,KIA,CAPE BRETON COUNTY,SOUL EV (SK3 EV)
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2022,KIA,HANTS COUNTY,SOUL EV (SK3 EV
2025/07/01,1,2024,KIA,KINGS COUNTY,EV9
2025/07/01,1,2019,KIA,LUNENBURG COUNTY,NIRO
2025/07/01,1,2020,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2022,KIA,INVERNESS COUNTY,EV6
2025/07/01,1,2022,KIA,LUNENBURG COUNTY,EV6
2025/07/01,1,2024,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2022,KIA,ANNAPOLIS COUNTY,EV6 (CV)
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2025,KIA,KINGS COUNTY,NIRO
2025/07/01,1,2022,KIA,LUNENBURG COUNTY,EV6
2025/07/01,1,2025,KIA,COLCHESTER COUNTY,EV9
2025/07/01,1,2022,KIA,HANTS COUNTY,EV6
2025/07/01,1,2023,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2022,KIA,HANTS COUNTY,SORENTO
2025/07/01,1,2020,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2022,KIA,CAPE BRETON COUNTY,SORENTO HEV
2025/07/01,1,2022,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2018,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,HANTS COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2023,KIA,HANTS COUNTY,EV6
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2023,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2018,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2025,KIA,LUNENBURG COUNTY,EV9
2025/07/01,1,2024,KIA,YARMOUTH COUNTY,EV9
2025/07/01,1,2025,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2019,KIA,PICTOU COUNTY,NIRO
2025/07/01,1,2023,KIA,COLCHESTER COUNTY,EV6
2025/07/01,1,2021,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,HANTS COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2024,KIA,QUEENS COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2023,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2019,KIA,COLCHESTER COUNTY,NIRO
2025/07/01,1,2024,KIA,HANTS COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,LUNENBURG COUNTY,NIRO
2025/07/01,1,2018,KIA,HALIFAX COUNTY,SEV (SOUL)
2025/07/01,1,2021,KIA,CUMBERLAND COUNTY,NIRO EV
2025/07/01,1,2019,KIA,KINGS COUNTY,SOUL
2025/07/01,1,2019,KIA,CAPE BRETON COUNTY,SOUL
2025/07/01,1,2020,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,CAPE BRETON COUNTY,NIRO
2025/07/01,1,2022,KIA,DIGBY COUNTY,SOUL
2025/07/01,1,2024,KIA,HANTS COUNTY,EV6
2025/07/01,1,2022,KIA,ANNAPOLIS COUNTY,EV6
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,KINGS COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2019,KIA,KINGS COUNTY,NIRO EV
2025/07/01,1,2018,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2017,KIA,HALIFAX COUNTY,SOUL EV
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2021,KIA,HALIFAX COUNTY,NIRO ELECTRIC
2025/07/01,1,2024,KIA,KINGS COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2024,KIA,LUNENBURG COUNTY,EV9
2025/07/01,1,2025,KIA,COLCHESTER COUNTY,EV9
2025/07/01,1,2021,KIA,COLCHESTER COUNTY,SOUL
2025/07/01,1,2025,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2025,KIA,CAPE BRETON COUNTY,EV9
2025/07/01,1,2024,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2021,KIA,LUNENBURG COUNTY,SOUL
2025/07/01,1,2024,KIA,CAPE BRETON COUNTY,EV9
2025/07/01,1,2023,KIA,COLCHESTER COUNTY,EV6
2025/07/01,1,2025,KIA,HALIFAX COUNTY,NIRO
2025/07/01,1,2021,KIA,HANTS COUNTY,NIRO
2025/07/01,1,2025,KIA,OUT OF PROVINCE,EV6
2025/07/01,1,2025,KIA,YARMOUTH COUNTY,NIRO
2025/07/01,1,2025,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2022,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2024,KIA,PICTOU COUNTY,EV9
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2026,KIA,LUNENBURG COUNTY,EV9
2025/07/01,1,2022,KIA,HALIFAX COUNTY,EV6
2025/07/01,1,2026,KIA,HALIFAX COUNTY,EV9
2025/07/01,1,2016,KIA,HALIFAX COUNTY,SOUL
2025/07/01,1,2023,KTM,ANNAPOLIS COUNTY,FREERIDE E-XC
2025/07/01,1,2023,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2023,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2024,NOVABUS,HALIFAX COUNTY,ELEC
2025/07/01,1,2023,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2025,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2025,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2020,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2023,PORSCHE,LUNENBURG COUNTY,TAYCAN
2025/07/01,1,2025,PORSCHE,HALIFAX COUNTY,MACAN EV
2025/07/01,1,2023,PORSCHE,HALIFAX COUNTY,Y1ADE1
2025/07/01,1,2024,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2021,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2025,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2020,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2024,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2022,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2024,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2022,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2023,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2024,PORSCHE,HALIFAX COUNTY,MACAN
2025/07/01,1,2021,PORSCHE,COLCHESTER COUNTY,TAYCAN
2025/07/01,1,2022,PORSCHE,HANTS COUNTY,TAYCAN
2025/07/01,1,2024,PORSCHE,HALIFAX COUNTY,XABBB1
2025/07/01,1,2023,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2025,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/07/01,1,2025,PORSCHE,KINGS COUNTY,MACAN
2025/07/01,1,2025,PORSCHE,COLCHESTER COUNTY,MACAN
2025/07/01,1,2012,BIL-JAX,HALIFAX COUNTY,5533A
2025/07/01,1,2013,ASTEC,ANTIGONISH COUNTY,PSS-412-60
2025/07/01,1,2015,SMART,HALIFAX COUNTY,FORTWO
2025/07/01,1,2018,SMART,HALIFAX COUNTY,EQ FORTWO
2025/07/01,1,2017,SMART,HALIFAX COUNTY,FORTW
2025/07/01,1,2016,SMART,HALIFAX COUNTY,FORTWO
2025/07/01,1,2015,SMART,HANTS COUNTY,FORTWO
2025/07/01,1,2017,SMART,HALIFAX COUNTY,FORTWO
2025/07/01,1,2014,SMART,COLCHESTER COUNTY,FORTW
2025/07/01,1,2014,SMART,COLCHESTER COUNTY,FORTWO
2025/07/01,1,2018,SMART,HALIFAX COUNTY,FORTWO
2025/07/01,1,2014,SMART,KINGS COUNTY,FORTWO
2025/07/01,1,2019,LINDER,HALIFAX COUNTY,E30S
2025/07/01,1,2025,MINI,HALIFAX COUNTY,COOPER COUNTRYMAN
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2024,MINI,HALIFAX COUNTY,SE
2025/07/01,1,2024,MINI,HALIFAX COUNTY,COOPER SE 3 DOOR
2025/07/01,1,2022,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2024,MINI,HANTS COUNTY,COOPER
2025/07/01,1,2025,MINI,KINGS COUNTY,COUNTRYMAN
2025/07/01,1,2023,MINI,COLCHESTER COUNTY,COOPER SE 3-DOOR
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2022,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2024,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2025,MINI,PICTOU COUNTY,COUNTRYMAN
2025/07/01,1,2021,MINI,HALIFAX COUNTY,COOPERSE
2025/07/01,1,2024,MINI,ANNAPOLIS COUNTY,COOPER SE
2025/07/01,1,2022,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2023,MINI,ANNAPOLIS COUNTY,COOPER SE
2025/07/01,1,2025,MINI,HALIFAX COUNTY,COUNTRYMAN
2025/07/01,1,2025,MINI,HALIFAX COUNTY,COUNTRYMAN
2025/07/01,1,2023,MINI,CAPE BRETON COUNTY,COOPER
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2023,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2024,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2024,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2023,MINI,ANTIGONISH COUNTY,COOPER SE
2025/07/01,1,2021,MINI,PICTOU COUNTY,COOPER
2025/07/01,1,2024,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2022,MINI,HALIFAX COUNTY,COOPERSE3DOOR
2025/07/01,1,2021,MINI,HALIFAX COUNTY,COOPER SE
2025/07/01,1,2025,MINI,HALIFAX COUNTY,COUNTRYMAN
2025/07/01,1,2025,MINI,HALIFAX COUNTY,COUNTRYMAN
2025/07/01,1,2021,MINI,HALIFAX COUNTY,COOPER
2025/07/01,1,2023,WESTWARD,CAPE BRETON COUNTY,UTILITY VEHICLE
2025/07/01,1,2023,WESTWARD,CAPE BRETON COUNTY,UTILITY VEHICLE
2025/07/01,1,2024,CFMOTO,CAPE BRETON COUNTY,CX-2E
2025/07/01,1,2023,ZERO,HALIFAX COUNTY,DSR ZF14.4
2025/07/01,1,2018,ZERO,HALIFAX COUNTY,DS
2025/07/01,1,2017,ZERO,HALIFAX COUNTY,FXS ZF6.5
2025/07/01,1,2013,ZERO,HALIFAX COUNTY,S
2025/07/01,1,2021,ZERO,KINGS COUNTY,FX ZF7.2
2025/07/01,1,2021,ZERO,KINGS COUNTY,FX ZF7.2
2025/07/01,1,2021,ZERO,LUNENBURG COUNTY,DSR
2025/07/01,1,2016,ZERO,HALIFAX COUNTY,DSR
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,YGE
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2021,TESLA,KINGS COUNTY,Y
2025/07/01,1,2022,TESLA,HANTS COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,CAPE BRETON COUNTY,MODEL Y
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,Y
2025/07/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,ANNAPOLIS COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,CUMBERLAND COUNTY,Y
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,Y
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/07/01,1,2017,TESLA,KINGS COUNTY,S
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2023,TESLA,KINGS COUNTY,Y
2025/07/01,1,2022,TESLA,LUNENBURG COUNTY,3
2025/07/01,1,2023,TESLA,ANNAPOLIS COUNTY,MODEL Y
2025/07/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2024,TESLA,PICTOU COUNTY,Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2026,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2021,TESLA,ANTIGONISH COUNTY,MODEL Y
2025/07/01,1,2020,TESLA,LUNENBURG COUNTY,YGE
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2022,TESLA,HANTS COUNTY,MODEL 3
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2021,TESLA,COLCHESTER COUNTY,3
2025/07/01,1,2016,TESLA,HALIFAX COUNTY,MODEL X
2025/07/01,1,2025,TESLA,HALIFAX COUNTY,Y
2025/07/01,1,2023,TESLA,COLCHESTER COUNTY,MODEL 3
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2023,TESLA,INVERNESS COUNTY,MODEL 3
2025/07/01,1,2019,TESLA,LUNENBURG COUNTY,MODEL 3
2025/07/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2024,TESLA,LUNENBURG COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,MODEL 3
2025/07/01,1,2022,TESLA,HALIFAX COUNTY,Y
2025/07/01,1,2023,TESLA,HALIFAX COUNTY,MODEL Y
2025/07/01,1,2017,TESLA,HALIFAX COUNTY,X
2025/07/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/07/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
